0.75,0,0,-7.9559e-08,2.088e-08,3.6588e-17,-0.0059403,18.409,0.10864,0.054321,0.16296,7.9559e-08,-2.088e-08,1.0542e-08,-4.2062e-09,4.4016e-07,-6.7304e-08,9.4776e-07,-1.8365e-07,-5.403e-07,-8.0003e-07,8.0777e-07,-1.6838e-07
0.76,0,0,-8.4138e-08,2.1563e-08,3.9352e-17,-0.0061242,18.41,0.10864,0.054319,0.16296,8.4138e-08,-2.1563e-08,1.1337e-08,-4.415e-09,4.579e-07,-6.8349e-08,9.9172e-07,-1.8826e-07,-5.6813e-07,-8.3437e-07,8.4733e-07,-1.728e-07
0.77,0,0,-8.8899e-08,2.2257e-08,4.2282e-17,-0.0063109,18.41,0.10864,0.054318,0.16295,8.8899e-08,-2.2257e-08,1.2179e-08,-4.6306e-09,4.7602e-07,-6.9387e-08,1.037e-06,-1.9292e-07,-5.9688e-07,-8.6971e-07,8.8815e-07,-1.7728e-07
0.78,0,0,-9.3844e-08,2.2961e-08,4.5386e-17,-0.0065006,18.411,0.10863,0.054316,0.16295,9.3844e-08,-2.2961e-08,1.3068e-08,-4.8532e-09,4.9452e-07,-7.0419e-08,1.0837e-06,-1.9763e-07,-6.2654e-07,-9.0604e-07,9.3027e-07,-1.8181e-07
0.79,0,0,-9.8978e-08,2.3676e-08,4.8672e-17,-0.0066931,18.411,0.10863,0.054315,0.16294,9.8978e-08,-2.3676e-08,1.4006e-08,-5.0828e-09,5.134e-07,-7.1444e-08,1.1317e-06,-2.024e-07,-6.5715e-07,-9.4338e-07,9.737e-07,-1.8639e-07
0.8,0,0,-1.043e-07,2.4401e-08,5.2147e-17,-0.0068885,18.412,0.10863,0.054313,0.16294,1.043e-07,-2.4401e-08,1.4996e-08,-5.3196e-09,5.3266e-07,-7.2462e-08,1.1812e-06,-2.0722e-07,-6.887e-07,-9.8175e-07,1.0185e-06,-1.9103e-07
0.81,0,0,-1.0983e-07,2.5135e-08,5.582e-17,-0.0070869,18.412,0.10862,0.054312,0.16294,1.0983e-07,-2.5135e-08,1.6039e-08,-5.5636e-09,5.5229e-07,-7.3474e-08,1.2321e-06,-2.121e-07,-7.2122e-07,-1.0212e-06,1.0646e-06,-1.9572e-07
0.82,0,0,-1.1555e-07,2.588e-08,5.9699e-17,-0.0072881,18.413,0.10862,0.05431,0.16293,1.1555e-07,-2.588e-08,1.7137e-08,-5.8149e-09,5.723e-07,-7.4479e-08,1.2844e-06,-2.1703e-07,-7.5472e-07,-1.0616e-06,1.1121e-06,-2.0047e-07
0.83,0,0,-1.2148e-07,2.6635e-08,6.3792e-17,-0.0074922,18.413,0.10862,0.054309,0.16293,1.2148e-07,-2.6635e-08,1.8293e-08,-6.0737e-09,5.9269e-07,-7.5477e-08,1.3381e-06,-2.2201e-07,-7.8922e-07,-1.1032e-06,1.1609e-06,-2.0527e-07
0.84,0,0,-1.2761e-07,2.74e-08,6.811e-17,-0.0076992,18.414,0.10861,0.054307,0.16292,1.2761e-07,-2.74e-08,1.9508e-08,-6.3401e-09,6.1345e-07,-7.6468e-08,1.3934e-06,-2.2704e-07,-8.2472e-07,-1.1458e-06,1.2112e-06,-2.1012e-07
